Date,Open,High,Low,Close,Volume,Day,Week,Weekday
1993-03-12,25.935659618734572,25.95359575954974,25.72042592895254,25.881851196289062,643600,12,10,4
1993-03-15,25.863932271497003,26.007421493530273,25.863932271497003,26.007421493530273,310800,15,11,0
1993-03-16,26.007421493530273,26.07916610454691,26.007421493530273,26.007421493530273,30800,16,11,1
1993-03-17,25.9715250135709,25.9715250135709,25.810099789039036,25.845972061157227,21800,17,11,2
1993-03-18,25.953613035267797,26.115038410055227,25.953613035267797,26.007421493530273,59300,18,11,3
1993-03-19,26.112220667535276,26.112220667535276,25.968053817749023,25.968053817749023,66900,19,11,4
1993-03-22,25.715752237590145,25.87793988309702,25.69773138808938,25.823877334594727,183400,22,12,0
1993-03-23,25.895973434023205,25.91399429236282,25.84191085900437,25.877952575683594,55200,23,12,1
1993-03-24,25.84191085900437,25.98607772572127,25.71576485062708,25.877952575683594,37200,24,12,2
1993-03-25,25.8959581117729,26.09418743621932,25.859916416419004,26.040124893188477,110100,25,12,3
1993-03-26,26.02212496275029,26.04014582491286,25.877958065449736,25.895978927612305,101500,26,12,4
1993-03-29,25.913988897227117,26.13023915228047,25.913988897227117,26.004093170166016,87100,29,13,0
1993-03-30,26.04015683831226,26.07619857788086,26.00411509874366,26.07619857788086,56000,30,13,1
1993-03-31,26.14826698619795,26.22035042378912,26.058162689208984,26.058162689208984,111600,31,13,2
1993-04-01,26.094199811311995,26.094199811311995,25.913991249079178,25.968053817749023,129500,1,13,3
1993-04-02,25.75180269318384,25.75180269318384,25.427427291870117,25.427427291870117,59400,2,13,4
1993-04-05,25.625657031835388,25.625657031835388,25.48149018496149,25.553573608398438,172200,5,14,0
1993-04-06,25.60763133398377,25.60763133398377,25.409401957014154,25.48148536682129,129700,6,14,1
1993-04-07,25.517529767865106,25.571592330932617,25.463467204797595,25.571592330932617,28000,7,14,2
1993-04-08,25.67973133536738,25.67973133536738,25.427439238037454,25.535564422607422,180800,8,14,3
1993-04-12,25.78785375463689,25.913999789774874,25.751812030311747,25.895978927612305,348500,12,15,0
1993-04-13,25.87794976234436,26.040137469768524,25.859928905963898,25.95003318786621,146100,13,15,1
1993-04-14,25.968052586859226,25.986073442228317,25.895969165382862,25.913990020751953,119600,14,15,2
1993-04-15,25.895969165382862,25.968052586859226,25.80586488853741,25.913990020751953,148600,15,15,3
1993-04-16,25.932010876121044,25.968052586859226,25.877948310013775,25.913990020751953,47900,16,15,4
1993-04-19,25.913997125359224,25.98608056659805,25.787851103191272,25.805871963500977,157000,19,16,0
1993-04-20,25.76982611940618,25.805867834258496,25.517534115439965,25.67972183227539,279500,20,16,1
1993-04-21,25.73379228356179,25.73379228356179,25.589625380012425,25.66170883178711,67900,21,16,2
1993-04-22,25.553576343259635,25.76982663671458,25.337326049804688,25.337326049804688,97700,22,16,3
1993-04-23,25.283280138288227,25.35536361694336,25.19317578996931,25.229217529296875,106000,23,16,4
1993-04-26,25.247219897243426,25.337324179531947,24.95888619392016,25.030969619750977,62600,26,17,0
1993-04-27,24.99493585488735,25.30129051208496,24.99493585488735,25.30129051208496,156800,27,17,1
1993-04-28,25.265236124151695,25.319298683618495,25.211173564684895,25.247215270996094,85900,28,17,2
1993-04-29,25.301286010091495,25.355348587036133,25.15711913823912,25.355348587036133,85000,29,17,3
1993-04-30,25.445452422770817,25.535556716052582,25.391389846801758,25.391389846801758,88500,30,17,4
1993-05-03,25.427427617383778,25.553573608398438,25.319302482228355,25.553573608398438,80500,3,18,0
1993-05-04,25.607638857017832,25.733784861239595,25.571597141525903,25.643680572509766,149100,4,18,1
1993-05-05,25.643685369618556,25.805873119672363,25.643685369618556,25.715768814086914,109000,5,18,2
1993-05-06,25.679724427718153,25.697745286965674,25.607640990728065,25.625661849975586,54700,6,18,3
1993-05-07,25.643675748355964,25.643675748355964,25.535550622220942,25.571592330932617,68000,7,18,4
1993-05-10,25.607640990728065,25.769828723955758,25.607640990728065,25.625661849975586,113900,10,19,0
1993-05-11,25.625666177573322,25.73379135131836,25.553582728409967,25.73379135131836,42600,11,19,1
1993-05-12,25.62565522909499,25.715759502052425,25.62565522909499,25.697738647460938,31000,12,19,2
1993-05-13,25.58961929202164,25.58961929202164,25.373368988145405,25.391389846801758,129100,13,19,3
1993-05-14,25.391376714814793,25.4634601121599,25.355335016142238,25.373355865478516,63500,14,19,4
1993-05-17,25.445449602325503,25.463470458984375,25.33732446237228,25.463470458984375,34000,17,20,0
1993-05-18,25.481487722639997,25.499508576757847,25.355341743815046,25.445446014404297,105200,18,20,1
1993-05-19,25.44544898727385,25.968053817749023,25.283261281264316,25.968053817749023,50200,19,20,2
1993-05-20,25.968041502480688,26.040124893188477,25.913978959449846,26.040124893188477,98200,20,20,3
1993-05-21,26.058164007836883,26.094205728456295,25.787851103191272,25.805871963500977,221400,21,20,4
1993-05-24,25.859927454644684,26.004094297597405,25.859927454644684,25.913990020751953,30500,24,21,0
1993-05-25,26.022116386418865,26.022116386418865,25.968053817749023,25.968053817749023,191800,25,21,1
1993-05-26,26.040155876164896,26.310468912941694,26.022135007046444,26.292448043823242,102400,26,21,2
1993-05-27,26.328473735216395,26.328473735216395,26.16628601200151,26.202327728271484,53800,27,21,3
1993-05-28,26.184323796586654,26.184323796586654,25.950052489390764,26.07619857788086,79100,28,21,4
1993-06-01,26.166286319677834,26.41857833653423,26.13024460298406,26.328474044799805,28300,1,22,1
1993-06-02,26.256406305586335,26.38255238941551,26.148281090875614,26.292448043823242,20300,2,22,2
1993-06-03,26.23836944454146,26.23836944454146,26.14826515386652,26.202327728271484,21600,3,22,3
1993-06-04,26.13024162045012,26.13024162045012,26.004095626420362,26.112220764160156,32000,4,22,4
1993-06-07,26.166272963843518,26.166272963843518,26.022106170654297,26.022106170654297,121400,7,23,0
1993-06-08,25.95002180375393,25.95002180375393,25.78783416748047,25.78783416748047,104500,8,23,1
1993-06-09,25.877952575683594,25.98607772572127,25.84191085900437,25.877952575683594,43300,9,23,2
1993-06-10,25.859937203287167,25.913999789774874,25.805874616799457,25.895978927612305,17900,10,23,3
1993-06-11,25.986072315578234,26.040134879341572,25.895968042639335,26.004093170166016,647400,11,23,4
1993-06-14,26.04013724264215,26.05815809886543,25.968053817749023,25.968053817749023,64200,14,24,0
1993-06-15,26.004094297597405,26.022115152966496,25.913990020751953,25.913990020751953,142400,15,24,1
1993-06-16,25.913991249079178,25.968053817749023,25.84190782418605,25.968053817749023,330900,16,24,2
1993-06-17,26.022120970413397,26.058162689208984,25.96805839222002,26.058162689208984,37400,17,24,3
1993-06-18,26.043205033527332,26.043205033527332,25.843570709228516,25.843570709228516,58500,18,24,4
1993-06-21,25.91615882451165,25.91615882451165,25.861713112695448,25.89801025390625,29300,21,25,0
1993-06-22,25.93431106401759,25.93431106401759,25.879865344499006,25.916162490844727,137500,22,25,1
1993-06-23,25.916166395854614,25.916166395854614,25.680234909057617,25.680234909057617,227600,23,25,2
1993-06-24,25.752822548774496,26.02505111694336,25.752822548774496,26.02505111694336,243700,24,25,3
1993-06-25,26.00691032409668,26.079504630653823,25.988761747457392,26.00691032409668,44800,25,25,4
1993-06-28,26.133934637034162,26.297271728515625,26.097637505593838,26.297271728515625,439900,28,26,0
1993-06-29,26.26099857245669,26.26099857245669,26.133958496432363,26.170255661010742,207500,29,26,1
1993-06-30,26.20655282558912,26.26099857245669,26.133958496432363,26.170255661010742,437600,30,26,2
1993-07-01,26.206540061303404,26.206540061303404,26.061351473706154,26.09764862060547,605700,1,26,3
1993-07-02,26.006918433662893,26.025067015961334,25.861729775275382,25.952472686767578,285400,2,26,4
1993-07-06,25.916166395854614,25.98876069948446,25.643937757242696,25.680234909057617,246400,6,27,1
1993-07-07,25.662076217511576,25.789116198786388,25.662076217511576,25.752819061279297,343700,7,27,2
1993-07-08,25.770978522217646,26.09765289785139,25.73468136936945,26.0432071685791,248200,8,27,3
1993-07-09,26.043212259702173,26.115806579589844,25.98876651978642,26.115806579589844,378200,9,27,4
1993-07-12,26.07950004715581,26.115797194055123,26.0432029002565,26.09764862060547,373700,12,28,0
1993-07-13,26.11579734547402,26.188391639693545,25.93431160992521,26.079500198364258,389600,13,28,1
1993-07-14,26.09766133185399,26.2428499901675,26.0795127495648,26.170255661010742,617300,14,28,2
1993-07-15,26.15209464442431,26.15209464442431,26.006906055142288,26.061351776123047,443800,15,28,3
1993-07-16,26.079508613607736,26.097657193018737,25.952468557730732,25.988765716552734,216400,16,28,4
1993-07-19,25.988758239106314,25.988758239106314,25.89801536815971,25.970609664916992,188200,19,29,0
1993-07-20,25.952464286458614,26.0432071685791,25.825424251489938,26.0432071685791,68500,20,29,1
1993-07-21,26.0069025457321,26.02505111694336,25.93430826088707,26.02505111694336,142700,21,29,2
1993-07-22,25.988759308718564,26.025056458591077,25.843570709228516,25.843570709228516,632400,22,29,3
1993-07-23,25.89801536815971,25.970609664916992,25.879866793970393,25.970609664916992,286200,23,29,4
1993-07-26,26.043212259702173,26.170252319505597,26.043212259702173,26.115806579589844,121300,26,30,0
1993-07-27,26.13394576750478,26.152094340954434,26.006905753357188,26.09764862060547,92800,27,30,1
1993-07-28,26.0432071685791,26.09765289785139,26.006910015730906,26.0432071685791,30800,28,30,2
1993-07-29,26.097644065703605,26.260981198242778,26.061346925139343,26.188386917114258,331000,29,30,3
1993-07-30,26.188395779971877,26.188395779971877,26.006910015730906,26.0432071685791,75300,30,30,4
1993-08-02,26.07950941964601,26.206549479449436,26.07950941964601,26.115806579589844,41300,2,31,0
1993-08-03,26.170248341560367,26.242842650413515,26.043208301067352,26.13395118713379,81600,3,31,1
1993-08-04,26.13395118713379,26.188396918773652,26.06135687828064,26.13395118713379,434000,4,31,2
1993-08-05,26.133945919028903,26.133945919028903,26.043203051254498,26.079500198364258,36800,5,31,3
1993-08-06,26.15210373953368,26.170252319505597,26.07950941964601,26.115806579589844,402300,6,31,4
1993-08-09,26.18839964112003,26.33358827391903,26.133953903820405,26.26099395751953,828200,9,32,0
1993-08-10,26.242835998535156,26.26098457114825,26.206538853308967,26.242835998535156,604900,10,32,1
1993-08-11,26.22468742592206,26.315430288987535,26.22468742592206,26.242835998535156,542200,11,32,2
1993-08-12,26.315444319324257,26.315444319324257,26.0795127495648,26.170255661010742,303700,12,32,3
1993-08-13,26.188398205342384,26.224695361552147,26.188398205342384,26.206546783447266,103500,13,32,4
1993-08-16,26.22469981511434,26.424334208170574,26.22469981511434,26.35173988342285,241800,16,33,0
1993-08-17,26.333590510780056,26.442481994628906,26.333590510780056,26.442481994628906,369300,17,33,1
1993-08-18,26.533210309129526,26.642101733106802,26.51506173846665,26.587656021118164,414300,18,33,2
1993-08-19,26.605804591781045,26.605804591781045,26.551358879792406,26.587656021118164,28500,19,33,3
1993-08-20,26.53322537826809,26.605819702148438,26.515076797298,26.605819702148438,80700,20,33,4
1993-08-23,26.496909657163485,26.56950393019681,26.496909657163485,26.551355361938477,15600,23,34,0
1993-08-24,26.551366257941584,26.84174346923828,26.551366257941584,26.84174346923828,273400,24,34,1
1993-08-25,26.84174522193703,26.968785260174727,26.805448068154828,26.859893798828125,242300,25,34,2
1993-08-26,26.87804412841797,27.02323275301442,26.76915265997063,26.87804412841797,120000,26,34,3
1993-08-27,26.805448068154828,26.859893798828125,26.805448068154828,26.859893798828125,25700,27,34,4
1993-08-30,26.878062361181986,27.005102493881697,26.878062361181986,26.96880531311035,183500,30,35,0
1993-08-31,26.950635141974328,27.041378021240234,26.914337990267963,27.041378021240234,66500,31,35,1
1993-09-01,26.95064877310107,27.059540283295416,26.95064877310107,27.005094528198242,136500,1,35,2
1993-09-02,27.023219034628376,27.05951617235118,26.89617905259856,26.91432762145996,472400,2,35,3
1993-09-03,26.896194144400624,26.968788460579844,26.859896986311018,26.932491302490234,630500,3,35,4
1993-09-07,26.932483279721225,26.968780426998478,26.71470039605771,26.75099754333496,196400,7,36,1
1993-09-08,26.751007872101724,26.751007872101724,26.478779162412764,26.66026496887207,269900,8,36,2
1993-09-09,26.551373012687847,26.732858815918796,26.551373012687847,26.714710235595703,239200,9,36,3
1993-09-10,26.787313889012193,26.968799755468915,26.751016715720848,26.950651168823242,106500,10,36,4
1993-09-13,27.041399674653043,27.041399674653043,26.96880531311035,26.96880531311035,66900,13,37,0
1993-09-14,26.896190952610326,26.896190952610326,26.769150914372627,26.859893798828125,184500,14,37,1
1993-09-15,26.751005512042187,26.95063988153504,26.660262616818162,26.932491302490234,101000,15,37,2
1993-09-16,26.8961989127896,26.914347495051942,26.805456001477893,26.823604583740234,54300,16,37,3
1993-09-17,26.808118323186896,26.826379984169996,26.73507167925451,26.771595001220703,200900,17,37,4
1993-09-20,26.808105683884232,26.862890641003887,26.55244255065918,26.55244255065918,57800,20,38,0
1993-09-21,26.588957855666894,26.62548114942468,26.18720162433127,26.46112632751465,318200,21,38,1
1993-09-22,26.55243200345206,26.716786809525697,26.515908713213474,26.68026351928711,439700,22,38,2
1993-09-23,26.753327426170312,26.84463571090127,26.716804112277927,26.826374053955078,88500,23,38,3
1993-09-24,26.789840178766347,26.80810182851329,26.716793579778574,26.75331687927246,53500,24,38,4
1993-09-27,26.954202970083625,27.04551124572754,26.954202970083625,27.04551124572754,274600,27,39,0
1993-09-28,27.063786479552476,27.063786479552476,26.972478158096497,26.990739822387695,158300,28,39,1
1993-09-29,26.99073954916939,27.06378620559475,26.862907900425018,26.899431228637695,221000,29,39,2
1993-09-30,26.899418067932128,26.954203033447264,26.789848136901853,26.844633102416992,99300,30,39,3
1993-10-01,26.80811061355498,27.008988826599328,26.77158730209237,26.97246551513672,22700,1,39,4
1993-10-04,27.008987426757812,27.008987426757812,26.935940807618508,27.008987426757812,1038500,4,40,0
1993-10-05,27.063773793793242,27.063773793793242,26.881157236480195,26.97246551513672,436500,5,40,1
1993-10-06,26.99072405187095,27.100293973597083,26.954200744628906,26.954200744628906,209200,6,40,2
1993-10-07,26.990726854490198,26.990726854490198,26.862895265869472,26.88115692138672,59400,7,40,3
1993-10-08,26.954200232206883,26.972461885480737,26.716798739646798,26.91767692565918,54400,8,40,4
1993-10-11,26.97246551513672,27.027250482330633,26.97246551513672,26.97246551513672,467100,11,41,0
1993-10-12,27.008987426757812,27.02724908154264,26.990725771972986,27.008987426757812,26200,12,41,1
1993-10-13,27.02724908154264,27.02724908154264,26.97246411718816,27.008987426757812,139100,13,41,2
1993-10-14,27.118553644187937,27.355955123901367,27.045507035045343,27.355955123901367,108100,14,41,3
1993-10-15,27.483784933964095,27.556831538439745,27.410738329488442,27.502046585083008,1502500,15,41,4
1993-10-18,27.48378198727787,27.48378198727787,27.39247374147296,27.428997039794922,722400,18,42,0
1993-10-19,27.392481414365097,27.447266377193827,27.228126525878906,27.228126525878906,880100,19,42,1
1993-10-20,27.31943148634055,27.31943148634055,27.209861573962183,27.264646530151367,230400,20,42,2
1993-10-21,27.282911488707636,27.282911488707636,27.19160321732642,27.228126525878906,56200,21,42,3
1993-10-22,27.264648996594783,27.374218918885184,27.10029411315918,27.10029411315918,390700,22,42,4
1993-10-25,27.118566305406635,27.209874609465242,27.045519662159748,27.173351287841797,114500,25,43,0
1993-10-26,27.155088424682617,27.173350084685765,27.06378012466687,27.155088424682617,186200,26,43,1
1993-10-27,27.118566305406635,27.19161294865352,27.118566305406635,27.173351287841797,118400,27,43,2
1993-10-28,27.20986500511653,27.44726651187258,27.20986500511653,27.37421989440918,129600,28,43,3
1993-10-29,27.35595824004333,27.39248154877503,27.337696585677477,27.37421989440918,80700,29,43,4
1993-11-01,27.337688103407444,27.46551964430514,27.337688103407444,27.44725799560547,36400,1,44,0
1993-11-02,27.41073539063394,27.465520338116885,27.264642197346085,27.428997039794922,262100,2,44,1
1993-11-03,27.410731349695556,27.410731349695556,26.954190187975108,27.082021713256836,479100,3,44,2
1993-11-04,27.082029028010353,27.082029028010353,26.7715809541896,26.78984260559082,130400,4,44,3
1993-11-05,26.716798739646798,26.91767692565918,26.60722882000368,26.91767692565918,363200,5,44,4
1993-11-08,26.93593909100788,27.027247359112994,26.862892476523793,26.954200744628906,367600,8,45,0
1993-11-09,27.13682041671846,27.155082072449765,26.954203859405414,26.97246551513672,246900,9,45,1
1993-11-10,26.97247301891286,27.173351287841797,26.899426375665975,27.173351287841797,46500,10,45,2
1993-11-11,27.173340728019447,27.246387342879714,27.082032459444115,27.10029411315918,88900,11,45,3
1993-11-12,27.15507990877393,27.319434797260122,27.13681825449769,27.228126525878906,108200,12,45,4
1993-11-15,27.282912189048407,27.282912189048407,27.13681895108831,27.20986557006836,243300,15,46,0
1993-11-16,27.264655166095945,27.355963455332706,27.155085219011838,27.33770179748535,492600,16,46,1
1993-11-17,27.35594991680117,27.35594991680117,27.118548482276193,27.19159507751465,39600,17,46,2
1993-11-18,27.155095564716994,27.209880559131353,27.045525575888277,27.118572235107422,240800,18,46,3
1993-11-19,27.027256511322722,27.100303150542512,27.008994851517773,27.063779830932617,106000,19,46,4
1993-11-22,26.99073954916939,27.00900121327573,26.808122908106,26.899431228637695,165300,22,47,0
1993-11-23,27.04551124572754,27.06377290085632,26.899418004697274,27.04551124572754,89700,23,47,1
1993-11-24,27.118565104676318,27.173350084685765,27.08204178467002,27.155088424682617,77200,24,47,2
1993-11-26,27.228136270276963,27.228136270276963,27.155089627030076,27.173351287841797,1019800,26,47,4
1993-11-29,27.246396428982095,27.30118140839694,27.063779830932617,27.063779830932617,517500,29,48,0
1993-11-30,27.0454984203192,27.20985323853856,27.02723677385038,27.082021713256836,230000,30,48,1
1993-12-01,27.22814222393614,27.246403888740925,27.118572235107422,27.118572235107422,379200,1,48,2
1993-12-02,27.173333428705035,27.20985672632426,27.118548482276193,27.19159507751465,352000,2,48,3
1993-12-03,27.173346375940636,27.301177978515625,27.173346375940636,27.301177978515625,306000,3,48,4
1993-12-06,27.33769969558716,27.42900797780355,27.33769969558716,27.392484664916992,99500,6,49,0
1993-12-07,27.39248154877503,27.41074320314088,27.337696585677477,27.37421989440918,88800,7,49,1
1993-12-08,27.37421989440918,27.37421989440918,27.337696585677477,27.37421989440918,146700,8,49,2
1993-12-09,27.374217657679054,27.41074096342646,27.246386087563142,27.282909393310547,416500,9,49,3
1993-12-10,27.30117314298388,27.30117314298388,27.173341563050176,27.228126525878906,412900,10,49,4
1993-12-13,27.22812975692749,27.392484664916992,27.191606444040936,27.392484664916992,273200,13,50,0
1993-12-14,27.41073486323001,27.41073486323001,27.19159507751465,27.19159507751465,41900,14,50,1
1993-12-15,27.228135064695213,27.24639672469836,27.155088424682617,27.155088424682617,82600,15,50,2
1993-12-16,27.264641500989487,27.264641500989487,27.209856554905787,27.246379852294922,78200,16,50,3
1993-12-17,27.304192485425293,27.414512455063377,27.285805823818947,27.39612579345703,104700,17,50,4
1993-12-20,27.377726164963544,27.45127277655512,27.359339512065652,27.432886123657227,68800,20,51,0
1993-12-21,27.39613672191053,27.39613672191053,27.30420337720613,27.34097671508789,205700,21,51,1
1993-12-22,27.41451180482914,27.543218433020826,27.359351821318416,27.524831771850586,410300,22,51,2
1993-12-23,27.506460189819336,27.56162020356897,27.469686847319576,27.506460189819336,533800,23,51,3
1993-12-27,27.50645015594807,27.65354347229004,27.50645015594807,27.65354347229004,447100,27,52,0
1993-12-28,27.635163042034307,27.727096385487517,27.616776373343665,27.708709716796875,880600,28,52,1
1993-12-29,27.727076929035377,27.745463584823863,27.65353030588144,27.671916961669922,266700,29,52,2
1993-12-30,27.653540674251584,27.653540674251584,27.5064473727928,27.561607360839844,219900,30,52,3
1993-12-31,27.616769756109903,27.653543084679956,27.396129784689585,27.41451644897461,312900,31,52,4
1994-01-03,27.414523390851407,27.451296728733166,27.30420337720613,27.34097671508789,960900,3,1,0
1994-01-04,27.377737765813624,27.451284408569332,27.340964444435766,27.451284408569336,164300,4,1,1
1994-01-05,27.488073518569454,27.524846861069214,27.37775349107018,27.506460189819336,710900,5,1,2
1994-01-06,27.543233532319093,27.56162020356897,27.469686847319576,27.506460189819336,201000,6,1,3
1994-01-07,27.561597026939012,27.690303617458408,27.488050403785074,27.671916961669922,775500,7,1,4
1994-01-10,27.708704892695145,28.002891540527344,27.635158230737098,28.002891540527344,593700,10,2,0
1994-01-11,27.98448333991201,27.98448333991201,27.855776780530025,27.947710037231445,295200,11,2,1
1994-01-12,27.96611680134688,27.96611680134688,27.763863491146477,27.855796813964844,158400,12,2,2
1994-01-13,27.782258987426758,27.83741899865262,27.745485646609513,27.782258987426758,244300,13,2,3
1994-01-14,27.87418764299205,27.947734312234775,27.87418764299205,27.892574310302734,137200,14,2,4
1994-01-17,27.892574310302734,27.929347644924096,27.83741430837069,27.892574310302734,17700,17,3,0
1994-01-18,27.92934608459473,27.966119417161675,27.87418608574431,27.929346084594727,166400,18,3,1
1994-01-19,27.89257014309219,27.929343472219536,27.800636820273823,27.855796813964844,200800,19,3,2
1994-01-20,27.89257275202778,27.947732750878203,27.87418608574431,27.929346084594727,281100,20,3,3
1994-01-21,27.96610358270932,27.96610358270932,27.855783647471807,27.874170303344727,85600,21,3,4
1994-01-24,27.85580358442092,27.984510267649263,27.763870239257812,27.763870239257812,373800,24,4,0
1994-01-25,27.78225690829043,27.800643577323054,27.708710232159948,27.763870239257812,310400,25,4,1
1994-01-26,27.763867119974314,27.855800454808666,27.727093786040573,27.837413787841797,145100,26,4,2
1994-01-27,27.89258188602188,28.131608625981197,27.855808541412753,28.09483528137207,344500,27,4,3
1994-01-28,28.20513880159463,28.26029878621313,28.168365478515625,28.168365478515625,356500,28,4,4
1994-01-31,28.27868741345112,28.42578071599183,28.241914087815946,28.370620727539062,313800,31,5,0
1994-02-01,28.33384788711995,28.33384788711995,28.186754582060274,28.223527908325195,303600,1,5,1
1994-02-02,28.31546299511561,28.40739631652832,28.297076330833065,28.40739631652832,307600,2,5,2
1994-02-03,28.35223699701158,28.35223699701158,28.18675701453875,28.278690338134766,466100,3,5,3
1994-02-04,28.278678175773294,28.315451489395883,27.63514518737793,27.63514518737793,1403200,4,5,4
1994-02-07,27.56161687989898,27.837416915388296,27.56161687989898,27.763870239257812,516400,7,6,0
1994-02-08,27.819032328244,27.819032328244,27.67193896497503,27.782258987426758,188200,8,6,1
1994-02-09,27.80064097374933,27.910960977613414,27.76386763912797,27.892574310302734,144600,9,6,2
1994-02-10,27.87418344680299,27.892570111345737,27.65354347229004,27.65354347229004,883900,10,6,3
1994-02-11,27.671946234225913,27.819039636135418,27.543239507555093,27.745492935180664,519400,11,6,4
1994-02-14,27.69032563538365,27.874192339469865,27.65355229456641,27.782258987426758,2742100,14,7,0
1994-02-15,27.837412753177365,27.947732750878203,27.80063942061042,27.929346084594727,374700,15,7,1
1994-02-16,27.96610777557132,27.96610777557132,27.855787823793918,27.910947799682617,287600,16,7,2
1994-02-17,28.039679738999677,28.058066414238365,27.671946234225913,27.745492935180664,342400,17,7,3
1994-02-18,27.763858909606935,27.782245571136475,27.50644564819336,27.579992294311523,313300,18,7,4
1994-02-22,27.65354350376444,27.855796813964844,27.65354350376444,27.855796813964844,154500,22,8,1
1994-02-23,27.892579009878485,27.910965680287106,27.69032563538365,27.782258987426758,391700,23,8,2
1994-02-24,27.69031641325001,27.69031641325001,27.396129784689585,27.41451644897461,770800,24,8,3
1994-02-25,27.451283405237746,27.543216705322266,27.39612342518703,27.543216705322266,531300,25,8,4
1994-02-28,27.61676334538988,27.690309985457496,27.543216705322266,27.543216705322266,333000,28,9,0
1994-03-01,27.543206041044588,27.59836599973827,27.28579290047408,27.432886123657227,423600,1,9,1
1994-03-02,27.083551372390197,27.46967124938965,27.010004729152207,27.46967124938965,581500,2,9,2
1994-03-03,27.432899116669724,27.432899116669724,27.322579147031643,27.39612579345703,223200,3,9,3
1994-03-04,27.39612460615166,27.54321789262764,27.30419130210417,27.46967124938965,595800,4,9,4
1994-03-07,27.561598376491254,27.65353165993519,27.561598376491254,27.616758346557617,539800,7,10,0
1994-03-08,27.635166888568488,27.635166888568488,27.469686847319576,27.506460189819336,880300,8,10,1
1994-03-09,27.543211903321453,27.653531844189228,27.41450530564238,27.63514518737793,2500100,9,10,2
1994-03-10,27.616769756109903,27.616769756109903,27.32258312754948,27.41451644897461,207400,10,10,3
1994-03-11,27.451287384745754,27.59838068620454,27.30419408328697,27.561607360839844,576600,11,10,4
1994-03-14,27.67192578172779,27.67192578172779,27.561605811833857,27.598379135131836,345900,14,11,0
1994-03-15,27.653538940429687,27.70869892501831,27.561605632781983,27.579992294311523,748600,15,11,1
1994-03-16,27.61678101776769,27.800647735595703,27.52484765885368,27.800647735595703,455500,16,11,2
1994-03-17,27.708714376681694,27.837421079161306,27.708714376681694,27.800647735595703,133000,17,11,3
1994-03-18,27.665121823410473,27.831556379834733,27.646629094918886,27.794570922851562,365500,18,11,4
1994-03-21,27.702107399602664,27.776078313887318,27.646629213889174,27.720600128173828,324800,21,12,0
1994-03-22,27.720600008885224,27.850049108326317,27.665121823410473,27.794570922851562,435700,22,12,1
